AÑO;MES;BRENT;CAÑADON SECO;ESCALANTE;HIDRA;MAGALLANES;MARÍA INÉS;MEDANITO;MENDOZA NORTE;NOROESTE;SAN SEBASTIÁN;TOTAL TIPO DE CRUDO;WTI
;5;422.74;227.95;221.79;261.14;0.00;0.00;258.27;230.02;247.83;0.00;243.89;399.02
;6;446.89;234.33;228.61;270.44;0.00;0.00;265.77;237.55;239.14;0.00;249.78;424.18
;7;483.87;244.31;240.02;287.63;0.00;0.00;281.67;257.15;256.50;0.00;264.09;465.82
;8;445.07;239.97;237.39;297.14;0.00;0.00;278.04;253.50;249.52;0.00;261.05;455.13
;9;485.38;250.27;247.51;289.57;0.00;0.00;293.42;270.33;264.72;0.00;274.77;502.62
;10;517.90;258.57;257.53;312.17;0.00;0.00;305.03;280.17;272.21;0.00;285.12;538.78
;11;581.24;258.62;268.71;327.58;0.00;0.00;297.60;280.75;270.76;0.00;282.02;595.20
;12;571.93;246.26;262.68;290.17;0.00;0.00;283.05;268.30;249.76;0.00;267.57;576.40
2008;1;579.79;261.09;261.92;273.58;0.00;0.00;280.95;265.16;249.64;0.00;270.56;584.51
;2;597.47;262.34;260.59;273.49;0.00;0.00;283.71;265.29;255.71;0.00;272.91;599.73
;3;651.87;259.44;256.66;268.55;0.00;0.00;282.78;265.11;256.35;0.00;271.14;663.07
;4;686.03;259.76;252.44;265.12;0.00;0.00;285.39;266.47;259.77;0.00;273.12;707.35
;5;772.39;266.38;266.12;266.36;0.00;0.00;290.62;268.67;263.92;0.00;277.66;789.12
;6;832.27;265.66;263.29;287.38;0.00;0.00;293.64;270.06;267.86;0.00;279.32;842.96
;7;834.78;265.01;263.12;292.67;0.00;0.00;293.13;270.11;268.33;0.00;279.40;839.56
;8;712.26;265.39;263.94;292.58;0.00;0.00;291.14;270.31;271.48;0.00;279.43;734.02
;9;611.56;265.81;264.48;289.36;0.00;0.00;292.70;271.08;274.14;0.00;281.22;652.63
;10;450.22;265.62;264.40;289.78;0.00;0.00;292.82;270.25;267.52;0.00;279.66;482.55
;11;329.90;265.71;264.26;289.87;0.00;0.00;292.87;270.10;255.74;0.00;281.16;361.29
;12;251.28;265.20;264.19;285.67;0.00;0.00;292.58;270.23;245.19;0.00;281.17;264.42
2009;1;273.23;263.59;264.20;287.12;0.00;0.00;282.90;266.42;238.09;0.00;273.95;263.67
;2;272.47;255.69;255.72;272.02;0.00;0.00;262.12;263.65;222.73;0.00;259.13;246.94
;3;292.73;250.53;239.16;270.96;0.00;0.00;266.75;250.95;246.34;0.00;255.54;304.24
;4;315.62;237.13;229.66;252.27;0.00;0.00;254.47;236.28;250.92;0.00;244.33;313.36
;5;360.41;247.70;249.13;258.36;0.00;0.00;266.82;248.38;262.47;0.00;257.93;364.24
;6;431.54;265.77;260.29;268.44;0.00;0.00;274.79;270.57;273.44;0.00;269.66;433.05
;7;405.31;266.35;261.94;265.16;0.00;0.00;277.78;266.55;276.77;0.00;271.02;410.22
;8;456.07;268.93;263.87;266.74;0.00;0.00;285.15;270.62;269.20;0.00;275.84;446.89
;9;425.50;269.76;263.90;269.56;0.00;0.00;284.71;270.57;270.58;0.00;276.74;436.58
;10;457.71;269.83;264.32;277.87;0.00;0.00;288.76;270.32;269.85;0.00;278.37;476.33
;11;482.18;270.40;264.20;278.39;0.00;0.00;291.06;270.42;270.51;0.00;281.35;490.92
;12;468.34;276.57;269.64;282.45;0.00;0.00;292.36;271.96;280.59;0.00;282.86;468.02
2010;1;479.09;282.89;278.00;293.46;0.00;0.00;305.18;283.32;290.07;0.00;293.03;492.55
;2;463.87;286.09;280.40;296.78;0.00;0.00;308.68;286.73;294.69;0.00;296.84;480.86
;3;495.82;289.15;283.68;300.41;0.00;0.00;311.49;289.53;297.60;0.00;299.67;511.05
;4;533.50;292.88;285.92;303.00;0.00;0.00;317.00;293.24;300.84;0.00;304.00;531.43
;5;477.71;295.08;286.81;311.28;0.00;0.00;319.69;296.23;303.70;0.00;306.03;463.43
;6;470.23;296.67;290.48;312.71;0.00;0.00;322.64;297.10;307.30;0.00;309.32;473.56
;7;475.38;301.66;294.55;316.60;0.00;0.00;326.09;299.07;316.39;0.00;312.46;480.04
;8;484.57;309.32;305.53;320.57;0.00;0.00;338.98;307.61;326.13;0.00;322.22;481.92
;9;489.60;317.73;311.81;326.32;0.00;0.00;342.26;315.40;331.36;0.00;328.46;475.19
;10;519.98;319.44;314.56;330.45;0.00;0.00;345.99;319.79;334.21;0.00;332.53;515.57
;11;536.39;324.18;317.75;328.97;0.00;0.00;348.63;324.79;336.71;0.00;336.48;529.60
;12;575.20;327.06;320.14;331.86;0.00;0.00;348.80;326.53;338.24;0.00;338.50;562.25
2011;1;607.09;328.79;322.27;332.67;0.00;0.00;347.19;328.63;338.64;0.00;335.03;563.00
;2;652.38;335.58;330.52;339.65;0.00;0.00;354.61;337.52;344.71;0.00;344.35;564.45
;3;721.06;339.96;334.96;345.35;0.00;0.00;362.76;340.59;350.59;0.00;350.05;647.85
;4;775.28;339.91;338.09;349.70;0.00;0.00;365.34;343.79;354.04;0.00;352.72;692.57
;5;723.26;345.28;343.62;354.51;0.00;0.00;369.03;348.71;360.45;0.00;356.38;645.96
;6;715.97;352.45;350.35;360.76;0.00;0.00;380.64;357.32;366.61;0.00;367.35;600.17
;7;735.72;365.01;358.11;370.52;0.00;0.00;377.08;364.37;376.38;0.00;369.59;612.25
;8;693.26;370.53;363.58;376.93;0.00;0.00;395.94;372.36;382.36;0.00;383.20;543.06
;9;709.68;378.38;373.29;376.22;0.00;0.00;407.35;382.69;392.40;0.00;392.10;538.47
;10;689.05;389.95;383.81;401.59;0.00;0.00;419.88;398.10;403.76;0.00;402.92;543.69
;11;696.72;401.39;398.16;407.83;0.00;0.00;433.36;404.58;419.01;0.00;418.60;611.12
;12;678.48;418.25;414.79;424.50;0.00;0.00;450.04;417.60;428.26;0.00;433.80;620.30
2012;1;696.22;425.28;424.52;433.40;0.00;0.00;461.15;429.27;446.87;0.00;441.12;630.49
;2;750.56;431.84;428.89;443.30;0.00;0.00;469.14;428.27;450.20;0.00;446.99;644.20
;3;789.06;428.46;426.01;447.57;0.00;0.00;468.79;424.52;452.31;0.00;448.20;668.35
;4;753.20;423.51;410.48;449.03;0.00;0.00;468.30;428.47;453.33;0.00;447.36;650.05
;5;694.02;422.93;407.37;395.12;0.00;0.00;467.83;427.53;454.11;0.00;441.30;595.77
;6;598.54;411.36;401.71;442.90;0.00;0.00;468.86;428.83;453.21;0.00;444.14;518.34
;7;645.46;415.28;399.37;423.87;0.00;0.00;467.58;428.28;453.97;0.00;440.74;553.06
;8;713.01;418.13;401.92;429.26;0.00;0.00;467.07;428.75;453.85;0.00;436.51;592.18
;9;709.87;418.74;410.91;428.05;0.00;0.00;465.57;428.59;450.94;0.00;440.02;594.76
;10;702.63;414.64;406.09;420.42;0.00;0.00;464.82;428.64;449.29;0.00;438.73;565.58
;11;685.97;411.21;400.83;417.16;0.00;0.00;464.57;419.40;452.00;0.00;432.23;545.51
;12;688.67;409.99;397.25;426.90;0.00;0.00;466.03;419.90;448.22;0.00;433.37;555.20
2013;1;710.50;403.21;381.33;424.38;0.00;0.00;465.61;419.91;449.58;0.00;426.43;596.46
;2;729.93;406.54;386.97;423.03;0.00;0.00;465.45;419.94;449.94;0.00;429.73;599.54
;3;682.25;415.57;386.13;426.76;0.00;0.00;465.14;419.59;450.97;0.00;428.64;584.70
;4;643.13;418.70;388.03;426.99;0.00;0.00;468.72;419.93;454.54;0.00;426.90;579.10
;5;645.08;421.95;389.21;395.17;0.00;0.00;472.59;428.23;455.56;0.00;444.24;596.27
;6;647.35;431.57;408.51;442.75;0.00;0.00;476.27;430.73;444.89;0.00;445.94;602.56
;7;678.86;427.00;400.88;363.56;0.00;0.00;470.76;433.25;460.38;0.00;438.82;658.54
;8;699.93;432.22;408.02;447.54;0.00;0.00;481.76;436.45;463.94;0.00;447.85;670.12
;9;701.94;435.55;410.51;455.75;0.00;0.00;469.31;439.43;471.56;0.00;445.51;668.23
;10;686.09;441.25;423.66;456.81;0.00;0.00;496.97;443.60;472.64;0.00;460.17;632.44
;11;677.98;444.82;429.88;473.42;0.00;0.00;499.06;447.62;470.90;0.00;461.27;590.23
;12;696.66;446.27;423.99;479.53;0.00;0.00;510.71;449.20;483.51;0.00;466.18;615.71
2014;1;680.05;401.70;379.90;482.87;0.00;0.00;455.52;391.32;430.28;0.00;422.37;596.65
;2;684.96;383.98;372.45;421.71;0.00;0.00;444.21;391.26;421.36;0.00;410.06;633.07
;3;676.03;410.42;400.78;438.43;0.00;0.00;471.71;414.34;447.43;0.00;441.21;632.19
;4;677.79;417.40;406.52;463.07;0.00;0.00;500.07;436.24;471.28;0.00;454.99;641.75
;5;688.98;447.99;429.84;485.41;0.00;0.00;516.85;453.03;488.17;0.00;471.24;640.24
;6;703.20;447.93;430.81;487.07;0.00;0.00;517.38;453.03;487.72;0.00;474.71;661.37
;7;671.56;448.70;431.23;488.88;0.00;0.00;518.63;456.73;487.82;0.00;473.74;644.01
;8;639.11;445.21;432.02;488.88;0.00;0.00;514.99;458.30;488.45;0.00;473.65;604.01
;9;610.68;446.91;428.33;489.87;0.00;0.00;519.13;458.32;489.04;0.00;473.14;585.14
;10;549.92;446.87;432.74;489.98;0.00;0.00;520.68;459.97;492.61;0.00;478.20;530.48
;11;499.66;446.51;429.01;493.02;0.00;0.00;486.00;461.35;494.02;0.00;460.53;476.83
;12;392.11;445.51;431.36;362.49;0.00;0.00;525.41;463.39;494.58;0.00;474.11;372.92
2015;1;300.40;403.65;396.39;463.13;0.00;0.00;482.11;425.98;454.07;0.00;441.74;298.07
;2;365.44;398.87;390.43;445.28;0.00;0.00;477.28;413.23;450.17;0.00;433.33;319.71
;3;351.54;398.06;389.42;445.63;0.00;0.00;475.55;412.76;450.65;0.00;431.40;300.97
;4;374.37;397.57;389.63;442.98;0.00;0.00;473.41;412.52;450.55;0.00;429.79;343.46
;5;403.05;397.54;389.89;445.17;0.00;0.00;476.78;412.99;450.71;0.00;432.41;373.61
;6;386.70;404.03;395.73;448.08;0.00;0.00;482.32;419.47;449.75;0.00;440.56;376.32
;7;355.75;403.78;396.32;450.21;0.00;0.00;480.53;419.38;450.31;0.00;436.75;320.34
;8;292.60;403.19;396.18;450.38;0.00;0.00;481.79;418.84;449.81;0.00;442.37;269.77
;9;299.52;393.96;384.90;443.48;0.00;0.00;467.88;406.13;438.31;0.00;424.91;286.06
;10;304.62;391.84;383.80;437.54;0.00;0.00;468.04;406.57;437.42;0.00;425.40;291.15
;11;278.45;384.88;383.80;436.55;0.00;0.00;465.93;399.55;436.24;0.00;422.00;269.90
;12;239.08;334.54;319.75;429.94;0.00;0.00;400.53;342.84;380.72;0.00;371.74;234.80
2016;1;193.10;353.07;345.39;393.49;0.00;0.00;419.10;366.54;370.94;0.00;377.27;199.32
;2;202.41;352.87;345.32;388.97;0.00;0.00;419.11;366.46;365.23;0.00;381.83;192.59
;3;240.33;352.78;345.18;382.81;0.00;0.00;418.93;366.46;366.30;0.00;382.70;239.08
;4;261.53;352.79;345.29;383.50;0.00;0.00;410.79;366.46;365.63;0.00;372.86;258.64
;5;293.99;352.63;345.35;381.40;0.00;0.00;419.78;366.48;366.56;0.00;382.42;294.36
;6;303.48;352.89;345.23;394.21;0.00;0.00;419.45;366.27;365.94;0.00;381.27;307.26
;7;282.73;352.85;344.40;392.40;0.00;0.00;417.09;366.49;360.75;0.00;377.57;281.78
;8;288.32;346.58;338.47;386.43;0.00;0.00;410.77;359.26;362.13;0.00;375.36;281.78
;9;292.92;338.43;331.79;375.82;0.00;0.00;401.88;351.93;350.57;0.00;366.06;284.49
;10;311.47;332.80;324.70;359.32;0.00;0.00;355.38;344.95;343.11;0.00;342.10;314.11
;11;281.34;319.94;298.43;351.14;0.00;0.00;351.11;323.03;285.90;0.00;328.28;287.82
;12;335.31;304.30;304.66;309.34;0.00;0.00;332.55;321.08;307.20;0.00;318.00;328.08
2017;1;343.30;313.07;303.91;327.18;0.00;0.00;364.55;322.68;323.75;0.00;334.52;331.28
;2;345.12;312.34;302.66;331.53;0.00;0.00;363.36;311.37;304.16;0.00;309.71;329.77
;3;324.49;315.66;304.49;328.86;0.00;0.00;357.93;312.25;317.46;0.00;330.55;312.48
;4;329.02;324.94;313.20;321.37;0.00;0.00;354.68;310.45;312.65;0.00;331.41;322.16
;5;316.57;317.54;305.44;322.83;0.00;0.00;350.83;312.83;307.77;0.00;328.16;305.31
;6;291.66;310.96;299.64;316.14;0.00;0.00;346.64;312.43;304.92;0.00;323.86;284.30
;7;304.93;308.33;293.08;306.41;0.00;0.00;342.85;311.55;295.85;0.00;318.73;293.54
;8;325.18;316.79;306.29;305.79;0.00;0.00;342.88;311.29;282.48;0.00;324.41;302.29
;9;353.17;331.57;320.91;308.89;0.00;0.00;342.21;322.56;288.06;0.00;331.22;313.74
;10;361.73;335.71;335.63;316.95;0.00;0.00;351.20;318.61;288.70;0.00;341.31;324.49
;11;394.43;357.38;350.58;327.05;0.00;0.00;369.24;356.16;299.12;0.00;360.70;356.38
;12;404.87;373.54;355.86;338.46;0.00;0.00;386.03;372.26;317.96;0.00;373.53;364.49
2018;1;433.63;398.48;379.64;361.79;0.00;0.00;411.85;377.07;342.52;0.00;398.58;400.41
;2;413.23;408.12;385.35;370.38;0.00;0.00;421.64;391.09;347.24;0.00;411.27;390.97
;3;420.22;401.53;391.21;369.64;0.00;0.00;407.85;375.63;351.09;0.00;399.33;394.81
;4;452.13;418.14;409.06;387.93;0.00;0.00;412.83;396.46;358.58;0.00;410.92;416.18
;5;486.03;392.97;393.76;381.99;0.00;0.00;415.95;385.64;357.84;0.00;402.58;440.73
;6;478.47;400.60;398.42;365.87;0.00;0.00;423.00;391.26;361.97;0.00;408.86;423.43
;7;472.30;402.46;402.59;364.54;0.00;0.00;419.46;391.63;367.88;0.00;408.15;444.94
;8;464.50;409.17;408.87;383.29;0.00;0.00;409.67;371.66;353.23;0.00;406.29;426.76
;9;497.76;415.49;409.23;386.18;0.00;0.00;414.95;379.93;357.51;0.00;410.80;440.77
;10;507.14;405.90;393.66;379.62;0.00;0.00;421.44;389.97;361.43;0.00;407.58;445.05
;11;414.75;387.96;385.81;371.56;0.00;0.00;403.40;370.88;356.46;0.00;394.06;356.65
;12;367.36;344.85;329.00;336.44;0.00;0.00;342.54;316.76;296.12;0.00;337.68;311.02
2019;1;378.90;312.56;316.39;337.61;316.67;339.31;318.64;295.79;271.33;297.19;315.84;325.01
;2;404.56;339.38;334.98;301.01;330.98;330.59;338.21;313.52;285.25;267.35;334.89;345.82
;3;421.65;362.53;354.75;328.09;337.75;337.32;362.16;335.24;302.70;331.91;358.00;365.92
;4;450.53;387.59;383.15;332.33;364.20;366.38;372.08;347.04;314.80;367.20;376.53;401.74
;5;441.66;417.06;406.50;352.11;372.00;370.62;389.35;363.29;329.29;372.00;397.29;379.93
;6;396.69;367.26;368.65;343.76;306.32;313.96;363.15;333.14;314.13;317.57;362.41;344.09
;7;403.93;383.31;372.99;313.47;317.57;313.68;345.59;315.77;291.15;317.57;356.06;362.21
;8;374.28;346.16;340.75;298.60;286.48;262.13;323.84;296.85;246.25;298.77;329.70;344.80
;9;391.75;337.28;313.14;243.77;0.00;301.78;312.71;294.78;247.31;299.84;315.67;358.31
;10;375.10;342.47;300.34;266.73;302.23;258.81;311.74;295.43;248.08;299.08;314.25;339.68
;11;394.15;336.99;340.42;290.33;317.25;326.05;312.02;288.83;258.98;316.85;321.51;359.22
;12;407.98;359.13;364.92;299.14;324.17;312.25;327.16;300.72;269.58;332.67;341.30;374.40
2020;1;402.48;372.01;367.43;307.40;319.28;320.59;336.54;310.81;282.05;304.05;349.12;364.62
;2;348.92;349.35;331.52;304.21;284.36;282.65;317.94;295.73;278.92;0.00;325.27;317.80
;3;212.40;304.80;302.55;281.86;0.00;155.97;261.94;261.18;213.40;0.00;279.56;190.10
;4;166.28;124.19;157.07;263.12;0.00;0.00;146.60;158.40;168.26;0.00;146.01;106.88
;5;205.63;206.23;164.57;92.53;0.00;0.00;182.43;184.15;160.98;0.00;179.59;183.73
;6;255.25;253.93;250.06;201.71;0.00;0.00;266.24;272.97;194.54;117.96;259.62;240.97
;7;271.77;255.52;258.39;109.47;109.32;100.62;270.74;267.42;199.53;0.00;263.97;256.15
;8;283.01;261.48;259.39;202.24;109.32;119.49;273.71;265.42;219.42;0.00;264.75;266.50
;9;263.61;277.50;270.32;216.69;218.57;119.49;250.70;238.63;210.90;0.00;259.18;249.40
;10;261.44;269.85;264.27;202.74;218.57;144.65;243.28;234.94;201.48;0.00;251.39;249.27
;11;274.88;269.01;273.03;195.38;218.57;166.01;244.09;235.15;201.77;0.00;252.53;261.32
;12;315.31;305.26;311.13;229.42;269.56;189.34;273.78;263.44;221.98;0.00;286.66;295.56
2021;1;344.72;334.98;336.73;264.09;269.56;188.98;301.80;288.07;268.02;0.00;315.60;327.49
